ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613210032
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:01:21
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Deoxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13414265,-0.06792127,-0.14081432,-0.18551409,-0.06446829,-0.05906970,-0.08943040,-0.09182326,-0.04566343,-0.17299588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15628515,-0.06077641,-0.14221057,-0.22313473,-0.05563272,-0.06012805,-0.08285450,-0.07834697,-0.04244237,-0.19969691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17107992,-0.07484442,-0.16056730,-0.23607753,-0.05383023,-0.07400123,-0.07781043,-0.08097839,-0.04903464,-0.22640227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17386322,-0.16424431,-0.24241284,-0.25185955,-0.09995307,-0.13573617,-0.10154420,-0.13712156,-0.09336554,-0.32502395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09740376,-0.06380942,-0.13442922,-0.12413882,-0.06947481,-0.05873135,-0.08372499,-0.09338642,-0.05763556,-0.29293832,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04618272,-0.04303754,-0.12544607,-0.09484305,-0.06242815,-0.05402774,-0.08395700,-0.08775814,-0.05160435,-0.28932309,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04410964,-0.05458819,-0.14109732,-0.07764889,-0.06711000,-0.07003067,-0.08434577,-0.09141945,-0.05828759,-0.27468449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10884620,-0.15616284,-0.19534549,-0.12214195,-0.11895557,-0.10938565,-0.11963287,-0.14810704,-0.08190898,-0.32912776,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01875781,-0.04694466,-0.14823180,-0.10154875,-0.11165512,-0.07180008,-0.12171511,-0.13934061,-0.06670374,-0.27600783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00407513,-0.03966314,-0.13465813,-0.09976988,-0.11925573,-0.06253327,-0.13239211,-0.14913884,-0.05820584,-0.22565632,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00518087,-0.04769320,-0.15124990,-0.11466222,-0.13383147,-0.07426668,-0.14104450,-0.16295215,-0.06255607,-0.19966352,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05980833,-0.11792654,-0.17530571,-0.16252625,-0.17933859,-0.08987925,-0.17872134,-0.21245462,-0.06654193,-0.11081036,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03398443,-0.06136816,-0.15933402,-0.14798313,-0.17767885,-0.07814259,-0.18339078,-0.21147016,-0.05340144,0.03445181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06074518,-0.06068426,-0.14627855,-0.11807415,-0.16393462,-0.07012670,-0.17635664,-0.19483909,-0.04361231,0.14875731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12294670,-0.08340418,-0.17122538,-0.13841437,-0.17376079,-0.08845866,-0.17815615,-0.20408483,-0.05973855,0.15219361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21448208,-0.13325676,-0.16545026,-0.13777982,-0.17967938,-0.08193174,-0.17477646,-0.20433837,-0.04680448,0.24537280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23359387,-0.11762760,-0.15268528,-0.11395488,-0.15409513,-0.07786454,-0.14705642,-0.17320168,-0.04455720,0.21187991,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24589647,-0.11705301,-0.15657233,-0.09919310,-0.13732773,-0.07965835,-0.13250676,-0.15225917,-0.05528246,0.09347293,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.30439085,-0.17696147,-0.23815461,-0.14412664,-0.16979182,-0.13791540,-0.15226276,-0.19744480,-0.11072161,-0.12415458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33673292,-0.14722580,-0.15423745,-0.06786676,-0.13279580,-0.07672942,-0.12218757,-0.13986909,-0.06750587,-0.17285746,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.37819305,-0.15039305,-0.14549446,-0.06045016,-0.11946511,-0.07197361,-0.10922083,-0.12910731,-0.06436381,-0.21986470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.32659847,-0.14554788,-0.16134842,-0.06229097,-0.12020583,-0.08348389,-0.10369207,-0.12438448,-0.06841764,-0.26920542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.38568112,-0.25154573,-0.21893311,-0.11126759,-0.16829294,-0.12514681,-0.13404278,-0.17841774,-0.09213583,-0.31201112,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33510700,-0.15276884,-0.14336011,0.00057932,-0.14810391,-0.07568888,-0.13481377,-0.16173518,-0.06911109,-0.27409756,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25539330,-0.11810742,-0.13936742,0.00589187,-0.17348087,-0.06898330,-0.16638650,-0.18719532,-0.06132653,-0.21032396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22995093,-0.12084908,-0.15204188,0.00149115,-0.18154240,-0.07671364,-0.16984168,-0.20080622,-0.05431098,-0.05250225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23981392,-0.19355395,-0.18299830,-0.08858435,-0.20465249,-0.09487550,-0.17672357,-0.22442274,-0.06042149,-0.00837031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18607004,-0.12008674,-0.15940697,-0.07047857,-0.19685541,-0.07644111,-0.17495385,-0.21809201,-0.04563023,0.12342000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12297684,-0.09079091,-0.14465816,-0.05466927,-0.19629674,-0.06702247,-0.18055485,-0.22047724,-0.03590699,0.26056492,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19916190,-0.11416925,-0.16400276,-0.09397356,-0.20575713,-0.07823277,-0.19346584,-0.23175888,-0.03500952,0.33610979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25979078,-0.17335190,-0.17385744,-0.12463136,-0.21267113,-0.08308112,-0.18995790,-0.23642319,-0.04349196,0.33578184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21853475,-0.12486594,-0.16493352,-0.12584764,-0.19119495,-0.07994323,-0.16930850,-0.21023916,-0.04073361,0.25342944,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20587215,-0.11416749,-0.15644719,-0.11815494,-0.16778207,-0.07570809,-0.14724265,-0.18419001,-0.04123622,0.20741606,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22582953,-0.12113784,-0.17531385,-0.13703793,-0.18398751,-0.08822466,-0.16637418,-0.20073982,-0.05339782,0.09091806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.29099548,-0.15595099,-0.16938753,-0.13326389,-0.17195383,-0.08245054,-0.15028444,-0.18687235,-0.05698901,-0.00801408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.35798067,-0.15779093,-0.16204272,-0.10939325,-0.16717283,-0.08031356,-0.15440524,-0.17831899,-0.06184233,-0.14143276,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.42920557,-0.17268170,-0.16660570,-0.10931400,-0.16496801,-0.08680515,-0.14827040,-0.17720024,-0.06209870,-0.18144837,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.39125976,-0.16409250,-0.16146450,-0.04095561,-0.17591912,-0.08761840,-0.15712617,-0.18593402,-0.07146090,-0.26443633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.37661862,-0.19972533,-0.16445167,-0.02964025,-0.18700661,-0.09085726,-0.16619021,-0.19866519,-0.07287303,-0.27294636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33424309,-0.15913953,-0.15672110,-0.03645048,-0.19395156,-0.08998669,-0.18030638,-0.20753084,-0.07351274,-0.34121808,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27410278,-0.12883225,-0.14364347,0.01931168,-0.20993911,-0.08565070,-0.20414114,-0.22457987,-0.06936621,-0.31101862,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19700976,-0.10780574,-0.14267413,0.06880466,-0.21487337,-0.08907896,-0.21020663,-0.23513913,-0.06760524,-0.22924738,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21496367,-0.19020507,-0.17175549,0.02485720,-0.24631716,-0.11186765,-0.23144780,-0.27612242,-0.08131735,-0.21411788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08408554,-0.08689447,-0.15299867,-0.01012345,-0.23918147,-0.09482685,-0.23432511,-0.27122840,-0.06675795,-0.02716616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06020679,-0.06801707,-0.14674495,-0.02691472,-0.24453479,-0.09071391,-0.24564107,-0.27101886,-0.05785879,0.06118099,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08080263,-0.07904185,-0.16787051,-0.08880193,-0.25469452,-0.10290248,-0.26202264,-0.28356260,-0.06291216,0.07179081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15414959,-0.14722243,-0.19115211,-0.17189442,-0.28180584,-0.11663024,-0.27906823,-0.31192851,-0.06858019,0.08016563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10437267,-0.08717519,-0.17299345,-0.13982737,-0.24682841,-0.10716789,-0.24964656,-0.27713010,-0.06546547,0.10574596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13300095,-0.08937231,-0.15987679,-0.10963718,-0.21348356,-0.09877765,-0.21528196,-0.23634255,-0.05443262,0.17736407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16688602,-0.10066596,-0.18765397,-0.12742898,-0.20914921,-0.11781755,-0.21259849,-0.23125371,-0.07901743,0.11635762,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25002632,-0.13567595,-0.16902757,-0.12361014,-0.20540307,-0.10360633,-0.21241461,-0.21846235,-0.06574960,0.09488165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26155847,-0.12979031,-0.16178671,-0.12587072,-0.18820156,-0.09687979,-0.19713421,-0.19571744,-0.06397657,0.01135601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23163839,-0.11890678,-0.16111918,-0.09118666,-0.18173370,-0.09961040,-0.18821803,-0.18634212,-0.07327199,-0.13192599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27927417,-0.14141309,-0.20092271,-0.10183299,-0.19659141,-0.12294672,-0.19996712,-0.21445657,-0.10790612,-0.25475296,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27186581,-0.15196455,-0.15771216,-0.08652234,-0.19057788,-0.09778909,-0.19759925,-0.19971783,-0.08537148,-0.28913391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22529790,-0.12439516,-0.14707464,-0.05326110,-0.18408142,-0.08748040,-0.19623865,-0.19139980,-0.08142134,-0.35496971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21312769,-0.11974001,-0.15160689,-0.02850391,-0.18729711,-0.08955216,-0.19963771,-0.19789910,-0.08368173,-0.39636704,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19293447,-0.11388153,-0.16021040,-0.01280446,-0.19574077,-0.09300160,-0.20411259,-0.20879188,-0.08338214,-0.38310608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18805538,-0.14378513,-0.16254932,-0.04302434,-0.22541718,-0.09361030,-0.23101528,-0.25004676,-0.08167554,-0.29270616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12297920,-0.10797594,-0.15351948,-0.04326183,-0.23053996,-0.08671449,-0.23314461,-0.25912279,-0.06796221,-0.15842195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08940733,-0.08384004,-0.14896534,-0.03212317,-0.22640190,-0.08310287,-0.23557377,-0.24787739,-0.05804335,0.00659118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10060664,-0.09434568,-0.16261522,-0.05766009,-0.22285333,-0.08814359,-0.23208736,-0.24581902,-0.05286873,0.08678584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21211363,-0.18038478,-0.18812937,-0.11869909,-0.22828771,-0.10132022,-0.22216848,-0.25125393,-0.05908756,0.07919420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19186807,-0.12906155,-0.17334220,-0.11505861,-0.18715464,-0.08930044,-0.17831925,-0.20207126,-0.05504243,0.04426135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19175364,-0.11668275,-0.16298378,-0.09671646,-0.15025593,-0.07998291,-0.14217263,-0.16821058,-0.05648447,-0.02166331,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23323970,-0.13520139,-0.17358975,-0.09695988,-0.14977799,-0.08448549,-0.14593402,-0.16095696,-0.06816488,-0.18483889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.30463040,-0.21352112,-0.19698451,-0.12001576,-0.15564592,-0.10084486,-0.13534853,-0.15752839,-0.08084537,-0.31948748,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15498424,-0.12037607,-0.16875166,-0.05551340,-0.13140380,-0.08218686,-0.11649837,-0.14287528,-0.07651588,-0.38931534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15573923,-0.10694247,-0.15967067,-0.04502308,-0.15914808,-0.07487677,-0.14505194,-0.17035523,-0.07154150,-0.45582756,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14531094,-0.11849687,-0.17229871,-0.06152201,-0.17005499,-0.08160209,-0.15670781,-0.18705653,-0.07060536,-0.41069239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:57.0,0,0
430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18248299,-0.21464749,-0.21610920,-0.11930588,-0.21872765,-0.11388654,-0.19142945,-0.24097809,-0.08511883,-0.38376793,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:57.0,0,0
431,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00034234,-0.07495622,-0.16053106,-0.08884627,-0.19410320,-0.07738486,-0.18163784,-0.21741095,-0.06126527,-0.25101012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:57.0,0,0
432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06688370,-0.05202211,-0.16809529,-0.08317530,-0.18902126,-0.07409286,-0.17750628,-0.21365720,-0.05955115,-0.14658509,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:57.0,0,0
433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01711988,-0.08051468,-0.18073535,-0.12192111,-0.18163629,-0.08619560,-0.16695239,-0.20593980,-0.05898077,-0.13935976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:57.0,0,0
