ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613210032
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:01:21
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28530735,-0.13264251,-0.34098300,-0.07973345,-0.01882857,-0.10150971,-0.08145458,0.01519667,-0.28575638,-0.04922644,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:42.0,0,0
355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.39707512,-0.17787075,-0.26763436,-0.02114828,-0.00163567,-0.04344367,-0.06886654,0.05851468,-0.20213082,0.09706208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:42.0,0,0
356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21444036,0.08153433,-0.13554187,0.13742569,0.08164540,0.04834394,-0.02222345,0.13228199,-0.16109234,0.14778903,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:42.0,0,0
357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20829111,0.03541213,-0.18152718,0.11989594,0.06923817,0.00820097,-0.02852046,0.11440087,-0.19261143,0.09488527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:42.0,0,0
358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25580728,-0.09107335,-0.28892779,0.02211267,0.02119991,-0.06848918,-0.05745366,0.04402549,-0.25304532,-0.02299042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:42.0,0,0
359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14974396,0.02839290,-0.14764121,0.13809043,0.08274722,0.04425031,-0.02481654,0.14331552,-0.15141971,0.11080419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01283410,0.15735331,-0.08438192,0.21807274,0.14591712,0.08028796,0.02608135,0.20506294,-0.13449965,0.16434751,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02568592,0.09283203,-0.15339381,0.15657908,0.11767534,0.02343327,0.00921222,0.16037561,-0.18054619,0.09384416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01342413,-0.04055580,-0.25627679,0.11270456,0.03538473,-0.05508920,-0.05541867,0.06575766,-0.24527945,0.00483160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06777604,0.12018840,-0.08899935,0.25065917,0.10621676,0.07128291,-0.01330263,0.17734206,-0.13598548,0.22136819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:43.0,0,0
364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13587259,0.17519781,-0.05459623,0.28275430,0.13236687,0.08576952,-0.00168964,0.19641116,-0.13144286,0.20630962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06944349,0.08523704,-0.14005268,0.20885319,0.08545419,0.01800569,-0.03377668,0.13371673,-0.19050944,0.14738986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00894467,-0.04723066,-0.26268473,0.07560004,0.02162826,-0.06386501,-0.06684194,0.05781252,-0.25159466,0.05698922,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11836804,0.16686235,-0.05471426,0.22866389,0.13692001,0.09046478,0.01918991,0.21627460,-0.11446498,0.36930057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16268951,0.18499279,-0.04966310,0.19580700,0.17600992,0.09285633,0.05372049,0.25004408,-0.11027943,0.43730140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:44.0,0,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10317340,0.06865598,-0.15800311,0.09485281,0.14377588,0.01303204,0.04743157,0.20437613,-0.17051943,0.38781792,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00993124,-0.06810939,-0.29351741,-0.04865088,0.09162930,-0.07824235,0.02191541,0.14348680,-0.22927973,0.35564876,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15533161,0.20117459,-0.02732402,0.16658685,0.24276908,0.11352297,0.13310778,0.34553212,-0.08390719,0.53371608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14696001,0.19021927,-0.03593183,0.18426949,0.27019924,0.10068955,0.15758513,0.36130205,-0.10796028,0.45424616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02165283,0.03258767,-0.16537175,0.06820749,0.19902700,0.00370164,0.12449789,0.27359709,-0.17865518,0.37555364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:45.0,0,0
374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11497388,-0.11530887,-0.27188778,-0.03226828,0.13478298,-0.07031614,0.08581792,0.20683210,-0.20662118,0.32929820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06926124,0.18318793,-0.01440009,0.21547030,0.27334702,0.11375724,0.17140731,0.38285279,-0.10573892,0.42131215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10208164,0.14684162,-0.06529129,0.21123976,0.24927317,0.06908979,0.14684381,0.34501928,-0.13784942,0.33704126,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01595998,-0.00886674,-0.18271917,0.16291580,0.15694383,-0.02034741,0.08786039,0.24204150,-0.20914948,0.22514893,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05077648,0.01180802,-0.09448946,0.25667524,0.17110023,0.04617546,0.09430920,0.29078025,-0.13628529,0.32609418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:46.0,0,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19768155,0.17402929,-0.04373534,0.31425315,0.20263840,0.07858078,0.10439235,0.31244346,-0.12352246,0.40800267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16663304,0.10909469,-0.11909553,0.24660915,0.15338635,0.02227502,0.06806557,0.25320357,-0.16759354,0.35602137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09517124,-0.03001925,-0.24949464,0.13253692,0.05191500,-0.06620186,-0.01127865,0.12941737,-0.23488621,0.26934364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20889983,0.18612358,-0.05113328,0.24377888,0.14020297,0.08220388,0.03622812,0.25373551,-0.10073172,0.48468244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23873803,0.20950536,-0.05828063,0.18474591,0.16144834,0.08190023,0.05777560,0.25754204,-0.11082872,0.48817533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:47.0,0,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18215081,0.10137825,-0.17724434,0.03820714,0.16610152,-0.00134282,0.09430726,0.24666302,-0.17052580,0.41663900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07854688,-0.03734115,-0.31051731,-0.09584695,0.07528281,-0.08993658,0.02551369,0.13979276,-0.24648339,0.16234228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18366352,0.21823600,-0.07544246,0.05726407,0.21366987,0.08835115,0.12116903,0.32219827,-0.09933588,0.35549548,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14769267,0.20926388,-0.08455866,0.02632728,0.22957616,0.07940429,0.12614197,0.32532775,-0.11562695,0.32560989,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04794270,0.07184228,-0.20671344,-0.07464883,0.16646956,-0.01371084,0.08721848,0.23989521,-0.19403805,0.10302281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:48.0,0,0
389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08328014,-0.07608657,-0.33538753,-0.19186960,0.08207496,-0.10284331,0.03286844,0.13848637,-0.27371609,-0.19372728,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07714117,0.19879480,-0.07738336,0.05183722,0.21748555,0.08329745,0.12011306,0.31771952,-0.12531845,0.07168096,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07372318,0.17656642,-0.09225971,0.06643377,0.19630340,0.06247180,0.09427629,0.28107458,-0.15574421,-0.06020150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08613005,0.01957827,-0.21176285,-0.00387092,0.10786349,-0.03073562,0.02745861,0.17071182,-0.23290251,-0.21023604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21604614,-0.11913474,-0.32193625,-0.09167673,0.02050100,-0.10584963,-0.03316014,0.06820314,-0.26946124,-0.27014208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:49.0,0,0
394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06116520,0.16774613,-0.06501607,0.17614514,0.13660049,0.07651807,0.03377509,0.21409233,-0.15227753,-0.10210667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00703332,0.13767737,-0.11007507,0.13311380,0.10458122,0.03940084,0.00361654,0.16216220,-0.17995104,-0.12098789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00480619,0.00950444,-0.23357508,0.05441976,0.02214716,-0.04977873,-0.04718087,0.06470008,-0.24474607,-0.16389887,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09254563,-0.11783925,-0.37416035,-0.11976127,-0.04853469,-0.14249507,-0.09895130,-0.03124268,-0.29390049,-0.18637240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06877959,0.19536141,-0.07846626,0.16452944,0.09182905,0.07459987,-0.01042335,0.15174781,-0.13710301,0.06020951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:50.0,0,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01843572,0.16195168,-0.10486714,0.10273756,0.07518052,0.05098101,-0.02438781,0.12349908,-0.15240797,0.08795807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10169853,0.01295701,-0.23690376,-0.05865141,0.01860054,-0.04053056,-0.05180745,0.04424369,-0.21804747,0.03840092,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23464525,-0.13669871,-0.39695680,-0.28668898,-0.05477202,-0.14282833,-0.09929874,-0.04247005,-0.29160205,-0.02252540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13272899,0.12353614,-0.14426368,-0.11271278,0.08310424,0.04523504,-0.00632343,0.13903621,-0.13974167,0.16549084,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12596194,0.12611182,-0.13596748,-0.06807475,0.09571700,0.03839256,0.00379585,0.14755291,-0.15880397,0.09851830,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:51.0,0,0
404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20466229,-0.00338420,-0.25159964,-0.16777530,0.03504580,-0.05067061,-0.03045481,0.07156342,-0.23103894,-0.02630433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27097690,-0.13013551,-0.36959130,-0.23774031,-0.03721367,-0.13718885,-0.08124317,-0.01477814,-0.29963014,-0.16065180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14002222,0.11652654,-0.13673414,-0.04986940,0.09700415,0.03416869,0.01270857,0.15978208,-0.16426751,0.14827910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12036002,0.10176164,-0.15563631,-0.02798957,0.09604633,0.01344741,0.01302432,0.15280670,-0.19081536,0.03472175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17274182,-0.02612735,-0.28238672,-0.13368580,0.02792750,-0.07711069,-0.03236835,0.06897199,-0.27254674,-0.17653351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:52.0,0,0
409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22588146,-0.14298475,-0.36127418,-0.19157311,-0.03084387,-0.12811553,-0.07062016,0.00670141,-0.28022331,-0.21208012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01889503,0.17493613,-0.12687354,0.02707137,0.08969800,0.04094908,-0.00517941,0.15300250,-0.18370634,-0.12468375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12149453,0.09789118,-0.17445019,-0.00929298,0.05199178,0.00141949,-0.03700837,0.10417627,-0.20474082,-0.12251577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13590226,-0.02638608,-0.29496449,-0.11255237,-0.02659804,-0.08402514,-0.09428150,0.00823861,-0.26207271,-0.10094767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26031229,-0.14281338,-0.32552719,-0.17519364,-0.07176356,-0.10786160,-0.13030502,-0.02435799,-0.22968072,0.04102722,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:53.0,0,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05680031,0.19766888,-0.11711536,0.03831799,0.05483280,0.05377264,-0.05720714,0.11628990,-0.13995484,0.26382965,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08600788,0.13606688,-0.15689249,0.01646443,0.03667505,0.02097997,-0.06999423,0.08569582,-0.16285789,0.33418861,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14131150,0.01009676,-0.27742076,-0.10450146,-0.02987649,-0.06533890,-0.10986671,0.00320555,-0.22131391,0.31371519,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21172141,-0.11669838,-0.40169424,-0.21778667,-0.09000224,-0.14665061,-0.14903064,-0.07567249,-0.27630290,0.24831983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03109562,0.19785286,-0.13736406,-0.05127717,0.07691614,0.05553040,-0.03909341,0.13759899,-0.12461339,0.45607510,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:54.0,0,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04178537,0.18209268,-0.14801970,-0.04321936,0.08670418,0.03949231,-0.03264554,0.13795292,-0.15043227,0.31536025,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13863640,0.04452939,-0.26448002,-0.15928762,0.03989458,-0.04667739,-0.04956686,0.07684371,-0.22894621,0.04416797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24261606,-0.08834120,-0.37368175,-0.23925817,-0.01926160,-0.12351482,-0.08564636,-0.00298703,-0.30222273,-0.14667693,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05951233,0.17835841,-0.13682868,-0.00765660,0.10853769,0.04839499,-0.00295959,0.16120249,-0.16784950,-0.00412098,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08357263,0.17048442,-0.11826968,0.10821634,0.10826452,0.04732282,-0.01004568,0.15097062,-0.18482804,-0.06432626,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:55.0,0,0
424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13517356,0.05351759,-0.22498205,0.05638154,0.03288175,-0.03697603,-0.05827106,0.05952813,-0.23990183,-0.11320288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21331349,-0.07205135,-0.33453304,-0.03551098,-0.04986289,-0.11239767,-0.12409871,-0.04676251,-0.29456663,-0.05890009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06363167,0.18962920,-0.09799024,0.17440850,0.06824045,0.06460238,-0.05111185,0.10479532,-0.13963398,0.27466056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06216346,0.20229733,-0.10040417,0.15483625,0.07105264,0.05964551,-0.05241284,0.09756376,-0.14803052,0.31932506,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06297552,0.09725125,-0.21403652,0.04500295,0.01470044,-0.02527449,-0.08751854,0.01824826,-0.21146044,0.19344029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:56.0,0,0
429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17621508,-0.03680444,-0.32659876,-0.03379168,-0.04189293,-0.10211068,-0.12043435,-0.04958273,-0.27481249,0.15041262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:57.0,0,0
