ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212009
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:20:59
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00780945,0.04341131,-0.05963844,-0.10016182,-0.15028162,-0.03652560,-0.17829987,-0.18129246,-0.13006656,0.11645798,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:19.0,0,0
352,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14487559,0.22990236,0.16007346,0.09567812,-0.05784655,0.12662707,-0.11275440,-0.04483169,0.03691630,0.32613334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:19.0,0,0
353,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22323874,0.24117188,0.15627423,0.09405719,-0.05569666,0.12315656,-0.11086602,-0.04690765,0.02261941,0.31894761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:19.0,0,0
354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07744004,0.12730682,0.03995103,-0.00614294,-0.10656883,0.03491655,-0.14610307,-0.12411053,-0.06639104,0.17647411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02554225,0.02288648,-0.09162824,-0.12293985,-0.17944764,-0.05699592,-0.19955862,-0.21961667,-0.15275729,0.03615584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05732322,0.22623366,0.18009138,0.09572282,-0.05984540,0.13872184,-0.11184005,-0.04777083,0.05507737,0.30605435,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20638800,0.25011134,0.15699768,0.12059081,-0.04232799,0.13987960,-0.09547879,-0.03345619,0.03596998,0.30995914,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10920309,0.13584249,0.04921229,0.08415221,-0.07919909,0.05198161,-0.11162464,-0.08820337,-0.05450469,0.19870463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02139652,0.02479583,-0.07992495,-0.01940396,-0.14015540,-0.03846723,-0.15620077,-0.17154522,-0.14221871,0.06790663,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13837960,0.22618502,0.17794460,0.21589109,-0.01734683,0.14762241,-0.06653392,0.01129059,0.04891832,0.29420438,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20203842,0.24655661,0.18523066,0.22121665,0.00984422,0.15001044,-0.04043337,0.04345969,0.03407567,0.18738097,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00894072,0.12471696,0.07144935,0.12907863,-0.04239927,0.06300481,-0.08005528,-0.02624578,-0.06032811,-0.06870241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07834812,0.05043398,-0.04912283,0.05347406,-0.10600033,-0.02469818,-0.12970379,-0.11481395,-0.14395343,-0.32078931,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14500132,0.24639252,0.20317161,0.25524598,0.00463928,0.16307175,-0.05841034,0.05493674,0.03384734,-0.08025210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10615834,0.21371020,0.17500925,0.24841863,0.01828525,0.13595957,-0.04062066,0.06846070,-0.00685941,-0.16041616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08036417,0.10608737,0.03973713,0.13357437,-0.05491158,0.03434979,-0.09396715,-0.02758165,-0.09945096,-0.26898229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02133805,0.01050831,-0.05218691,0.04804728,-0.10488008,-0.03010401,-0.12590167,-0.08108122,-0.10672760,-0.30358523,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23190716,0.29035926,0.21592131,0.20016372,0.05704528,0.17719789,-0.00684473,0.13825750,0.04386235,-0.18883993,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14870268,0.23698799,0.18702410,0.22394563,0.04991757,0.14263673,-0.00746746,0.12718025,0.00827072,-0.18642503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13405627,0.12972353,0.04472256,0.06745078,-0.01400267,0.04149274,-0.05768263,0.03572612,-0.08178635,-0.30793893,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05779602,0.04074432,0.00814800,0.03296571,-0.04209555,0.01457673,-0.07382086,0.02142209,-0.05253732,-0.29708585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28320932,0.32436210,0.25532365,0.29966521,0.06472616,0.18823597,-0.01081717,0.15926117,0.04910570,-0.18058185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24629413,0.26267862,0.21135865,0.29264444,0.04901890,0.14829719,-0.02264514,0.13194269,0.00594826,-0.24089727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19440448,0.14200370,0.06910621,0.13616899,-0.00377541,0.04383431,-0.05703573,0.05292632,-0.08843625,-0.27877474,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11708404,0.04504588,-0.01139317,0.01845095,-0.05192486,-0.00791074,-0.08840999,0.00466345,-0.08472307,-0.35673320,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26934507,0.31037623,0.23926070,0.25820690,0.05352487,0.17427298,-0.01683894,0.14171650,0.02750140,-0.23096493,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23916946,0.25581285,0.19853354,0.23986901,0.04178512,0.13724561,-0.02494683,0.11653340,-0.01253547,-0.26440310,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07658240,0.12427893,0.07507651,0.17204285,-0.01767376,0.04343825,-0.06823302,0.02851931,-0.09719536,-0.31563455,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04993591,0.09353171,0.11983048,0.17809147,-0.00588401,0.08190136,-0.05362092,0.06125166,-0.02153379,-0.27989727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18005867,0.28092921,0.21661684,0.24674156,0.03332733,0.15345612,-0.03370634,0.09916578,0.00384716,-0.29666239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11515182,0.20976074,0.15774630,0.20146886,0.01287287,0.10603337,-0.05135397,0.06151054,-0.05269702,-0.35887811,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02920727,0.09005892,0.01824905,0.06443193,-0.05761649,0.00742367,-0.10266022,-0.04057785,-0.14421032,-0.47506598,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07083181,0.09084435,0.11343420,0.10365352,-0.02427769,0.08585703,-0.07995916,0.02958619,-0.02598843,-0.26302418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06827720,0.26727346,0.22337234,0.22633779,0.01788427,0.16093963,-0.04891066,0.06723167,0.01226455,-0.20379150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16277523,0.22115779,0.16094413,0.17890948,-0.00456860,0.11158219,-0.06263509,0.02559496,-0.04457045,-0.26031199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04671597,0.09072708,0.03345202,0.07708638,-0.07885540,0.01743020,-0.11981496,-0.07637787,-0.13245526,-0.37230653,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01331588,0.08313749,0.13628909,0.19320418,-0.04844132,0.08893826,-0.09252264,-0.00825908,-0.02540597,-0.21516815,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13859949,0.27385411,0.24809033,0.31145206,0.00880961,0.16733426,-0.05263102,0.04983451,0.01292027,-0.16842511,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11256879,0.21110421,0.18724611,0.26687899,-0.00840201,0.11624856,-0.06549612,0.02452006,-0.04359774,-0.23754528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02646259,0.09024610,0.04649421,0.12240373,-0.07153058,0.01829160,-0.10875721,-0.06044315,-0.13184826,-0.33275917,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07339717,0.17790030,0.15555483,0.14499275,-0.00944531,0.11669111,-0.06390275,0.04519897,-0.01311646,-0.22898239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12228857,0.23608831,0.20039207,0.22168288,-0.00202714,0.13743940,-0.06558076,0.04856118,-0.01681053,-0.31663260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09815358,0.16596380,0.10694127,0.14284596,-0.02731008,0.06920215,-0.07435831,0.00832269,-0.09154394,-0.38356781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02991204,0.05156028,-0.03299917,0.01798212,-0.10736310,-0.02808943,-0.14175263,-0.10182289,-0.17887320,-0.46759799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14074618,0.21981865,0.17755218,0.19710506,-0.01121654,0.12946017,-0.06498876,0.04973247,-0.00194622,-0.22637546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18676430,0.25186762,0.21019347,0.23455371,0.01216313,0.14786215,-0.04470373,0.08045990,-0.00062371,-0.31055912,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12556307,0.16436569,0.10424721,0.15046020,-0.02607510,0.06978010,-0.07214230,0.01894389,-0.07708736,-0.31987405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05213450,0.05327722,-0.01552516,0.02168800,-0.09710665,-0.02934878,-0.13124315,-0.08197394,-0.16910155,-0.41810948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11980858,0.22801675,0.21743530,0.22255023,0.00715931,0.13882759,-0.05732764,0.07791849,0.00093223,-0.27977356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19099776,0.24882652,0.24394339,0.23956104,0.03542434,0.14720330,-0.03470986,0.10755585,0.00460138,-0.21829066,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16621669,0.15433857,0.10836215,0.14581114,-0.00692305,0.06146090,-0.06082344,0.03844723,-0.08844262,-0.31090373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09283139,0.05134862,-0.02532015,0.03769465,-0.07190851,-0.02619505,-0.10608926,-0.05633512,-0.17096141,-0.38492340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21073073,0.23951223,0.22094926,0.23573296,0.04583348,0.15424390,-0.01722836,0.11781366,0.00809712,-0.19704294,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10886591,0.20933717,0.20670150,0.23771077,0.05227254,0.14203978,-0.01313699,0.11133355,-0.01531584,-0.22139907,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07124483,0.10300768,0.07646879,0.13857707,-0.00208790,0.04851461,-0.04779970,0.02757607,-0.10362353,-0.30420870,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13008995,0.03807082,0.01833059,0.06648493,-0.04951328,0.01252070,-0.08295123,-0.01094464,-0.08056034,-0.27942577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24336283,0.27853611,0.24885680,0.27501968,0.08087171,0.18569939,0.01182138,0.14266968,0.02217492,-0.19170754,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29801261,0.23768808,0.20747998,0.28666294,0.07386898,0.15041816,0.01092453,0.12910020,-0.01837150,-0.22342287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29133597,0.13149373,0.06760619,0.11569642,0.01814719,0.04793949,-0.03122506,0.04458907,-0.10615198,-0.33223116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26700738,0.10525552,0.11317120,0.13058037,0.03506314,0.09562201,-0.01267817,0.09759612,-0.01522150,-0.23630258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42885563,0.31997359,0.29916915,0.35277039,0.11880527,0.20310313,0.04534145,0.19222412,0.04430202,-0.17062274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.40781003,0.25497764,0.22479844,0.33205119,0.09591918,0.16152439,0.03311750,0.15819474,-0.01382034,-0.22403690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31261924,0.13646033,0.07540537,0.15928894,0.03950226,0.06063043,-0.00286091,0.07821513,-0.10277982,-0.36677492,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23702955,0.08600771,0.09780030,0.11231682,0.04538916,0.08906270,0.00302918,0.11594713,-0.01942593,-0.19464017,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38698855,0.30890095,0.23679304,0.25228214,0.12381301,0.18939851,0.05741395,0.20789026,0.03187761,-0.12547374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36533397,0.25002435,0.17987531,0.19918415,0.10240235,0.14880729,0.04543681,0.17872939,-0.01976825,-0.22311133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27510956,0.14059196,0.04924564,0.08376886,0.04115859,0.05471572,-0.00455253,0.09491716,-0.10941175,-0.35655838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32053769,0.23934904,0.17642361,0.17142113,0.09496753,0.15769345,0.03376883,0.18632302,0.00832780,-0.19413453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35142577,0.28308809,0.21030813,0.20869488,0.11460640,0.17389354,0.04919872,0.21075325,0.01104123,-0.15618196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28535408,0.20733996,0.11659564,0.11705438,0.07891713,0.10385416,0.02549928,0.15205812,-0.06443946,-0.21218580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15639329,0.09235869,-0.01334224,0.00585050,0.00218582,0.01069137,-0.03262276,0.04845347,-0.15347575,-0.35418856,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27207208,0.26082176,0.17799300,0.14165480,0.09006900,0.15581512,0.03072978,0.18578023,0.00666067,-0.15150043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21228182,0.28181016,0.21563913,0.17162195,0.11356568,0.17409074,0.04499833,0.21360543,0.01143606,-0.14286214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07090017,0.17761680,0.11673575,0.09022970,0.06631070,0.09919416,0.01040070,0.14323542,-0.06543612,-0.19791138,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03913958,0.07557171,-0.02097499,-0.03792827,-0.01230550,0.00412500,-0.05319773,0.03390393,-0.15671341,-0.29879987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22821479,0.26315284,0.17088415,0.10400008,0.07474143,0.14983486,0.00578906,0.17265147,0.00444571,-0.06041580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26952153,0.28808004,0.20374915,0.12544848,0.09163796,0.16373672,0.01483054,0.19198015,0.00668456,-0.05959970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
