ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212728
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:28:13
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
349,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23835577,-0.00633035,-0.03782223,-0.01472953,0.05527614,-0.05632741,-0.00924286,0.04638786,-0.06541981,-0.44685158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:33.0,0,0
350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28022680,0.20614941,0.26010847,0.28632942,0.19796582,0.16339564,0.11631735,0.27567810,0.14673354,-0.24870983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:33.0,0,0
351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14788957,0.12553184,0.24405232,0.30632401,0.19919375,0.13476187,0.11187648,0.25890768,0.10648423,-0.30998269,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:33.0,0,0
352,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04906886,0.02708334,0.14794157,0.26325950,0.09763796,0.05390332,0.02429413,0.11991967,0.01653481,-0.44398937,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:33.0,0,0
353,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06236859,-0.04527695,0.10136001,0.25771120,0.02264443,0.00402568,-0.04088630,0.04137595,0.01527880,-0.31849286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:33.0,0,0
354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16151504,0.13493398,0.31982008,0.50425816,0.08085796,0.14919929,0.00381744,0.11840486,0.11170216,-0.18195190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:34.0,0,0
355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04888960,0.06400073,0.22651562,0.45444444,0.03657703,0.09755039,-0.03637424,0.05055593,0.04472105,-0.11834753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:34.0,0,0
356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13026662,-0.01348314,0.09690540,0.28535357,-0.05785425,0.00651465,-0.11435509,-0.06755240,-0.01895185,-0.07295635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:34.0,0,0
357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.52188325,0.26949638,0.39502481,0.49412134,0.07045930,0.23276965,-0.02883503,0.15589324,0.22559047,0.39666897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:34.0,0,0
358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69303149,0.26549935,0.32942024,0.38767821,0.10869559,0.18769117,0.02149163,0.18253155,0.19416520,0.40875071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:34.0,0,0
359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.66577125,0.20484041,0.22344621,0.17091417,0.07954143,0.11997847,-0.01643021,0.12074938,0.12123462,0.33238751,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:35.0,0,0
360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36223745,0.08465321,0.16439673,0.08420976,0.07222096,0.07878693,0.00682724,0.14916131,0.15367995,0.39075130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:35.0,0,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.56936920,0.40074179,0.47069970,0.42416862,0.26764247,0.30728737,0.15357225,0.39894149,0.32681289,0.52939582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:35.0,0,0
362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35597944,0.32800779,0.42783779,0.30435768,0.28532568,0.26848483,0.17140803,0.40060151,0.25764114,0.33643734,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:35.0,0,0
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25323036,0.19021815,0.28812903,0.20873135,0.24545534,0.17299782,0.16845858,0.33530554,0.17060015,0.02782764,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:35.0,0,0
364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41840413,0.45175943,0.55108011,0.49904045,0.39889255,0.36847436,0.27036941,0.57044667,0.37307826,0.33218679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:36.0,0,0
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.46347815,0.41516048,0.51365501,0.59394425,0.37985134,0.33157435,0.25763294,0.52934581,0.33927116,0.22418122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:36.0,0,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.45524564,0.32865179,0.42207062,0.55415541,0.30792597,0.25758871,0.18817782,0.41248220,0.25527021,0.06432199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:36.0,0,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42658374,0.22152168,0.31984493,0.49126798,0.19028471,0.18939067,0.06255447,0.24630098,0.18725283,-0.05991533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:36.0,0,0
368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.60912520,0.53248739,0.61754382,0.79919314,0.30888569,0.40444270,0.15259801,0.42485791,0.40567657,0.28810290,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:36.0,0,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.65501416,0.50182438,0.57557738,0.76512498,0.28953499,0.38156003,0.13109696,0.38405779,0.35647333,0.25796354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:37.0,0,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.59322268,0.38251486,0.43839878,0.56650656,0.20822588,0.27663910,0.06742135,0.27710417,0.25087041,0.34780690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:37.0,0,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.67760158,0.57635176,0.62340730,0.68809563,0.32377812,0.43485674,0.15569569,0.46345484,0.45347637,0.76296401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:37.0,0,0
372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.79149693,0.58467233,0.56171161,0.59795636,0.37164235,0.39521319,0.19004478,0.49029085,0.42963079,0.96310329,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:37.0,0,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.67751968,0.48108691,0.48429403,0.51136661,0.37557507,0.33811802,0.19073147,0.47175488,0.35087124,0.72004449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:37.0,0,0
374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.59001774,0.38199648,0.44905102,0.41900513,0.39667290,0.31334278,0.21494937,0.52022541,0.38117781,0.63927132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:38.0,0,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.71732336,0.66429591,0.62111986,0.60664535,0.52809364,0.45246953,0.30645376,0.67129230,0.43955201,0.52862298,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:38.0,0,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.58337706,0.54801404,0.53769338,0.51489240,0.52937305,0.38687968,0.30592892,0.64448762,0.36209655,0.27333286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:38.0,0,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.48344302,0.40775397,0.41313726,0.38296795,0.41100994,0.29697636,0.20709322,0.48962721,0.25841308,-0.04008602,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:38.0,0,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57697654,0.68136793,0.64250320,0.62057430,0.58088309,0.46938038,0.33769682,0.72421795,0.46721148,0.27130020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:38.0,0,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.79365051,0.65041131,0.60644901,0.59401578,0.60262519,0.44040632,0.36413682,0.72852933,0.41675580,0.08389626,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:39.0,0,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.56352842,0.45794171,0.49112776,0.52028996,0.52737767,0.35570791,0.30885866,0.59977591,0.30923024,-0.04501155,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:39.0,0,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.62078452,0.50706124,0.63405496,0.66632265,0.53194183,0.44760552,0.32372224,0.66646439,0.46017352,0.22510470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:39.0,0,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.79173231,0.68213230,0.67992860,0.76121634,0.59496880,0.48226690,0.36097619,0.69339609,0.43214938,0.21386173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:39.0,0,0
383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.74544203,0.55790263,0.61380512,0.73785394,0.56327897,0.42257369,0.33691084,0.65175730,0.36193949,0.20452178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:39.0,0,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.67674494,0.42641124,0.47658688,0.55189747,0.46711335,0.32316843,0.26133507,0.53084689,0.26561689,0.14949869,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:40.0,0,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.92755044,0.69770312,0.75610322,0.83671194,0.56091875,0.52576673,0.32777897,0.71375501,0.48517117,0.40893868,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:40.0,0,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.94631684,0.64586145,0.71345359,0.83000261,0.55056340,0.48815101,0.32362521,0.67048341,0.43167591,0.37184960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:40.0,0,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87471187,0.52441007,0.61835521,0.75578564,0.51035529,0.41357788,0.29622993,0.57936168,0.33996022,0.25147289,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:40.0,0,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.82297933,0.39721322,0.45682955,0.61616772,0.42249569,0.30792999,0.23613934,0.46566170,0.21798158,0.12875551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:40.0,0,0
389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.96524471,0.66120255,0.73852086,0.84536695,0.55189091,0.51283503,0.33990729,0.69177103,0.45352340,0.43748060,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:41.0,0,0
390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00836098,0.58394259,0.67016196,0.78243935,0.55849248,0.46331683,0.34480521,0.66643447,0.40337533,0.28895485,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:41.0,0,0
391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.02314484,0.47842881,0.55135196,0.66395026,0.50291419,0.37421718,0.30313292,0.57269192,0.29662639,0.15263474,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:41.0,0,0
392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.88977617,0.34515649,0.41242012,0.51742989,0.40540051,0.27406552,0.23345961,0.44873855,0.18958087,0.00225599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:41.0,0,0
393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.99772710,0.59471023,0.68251354,0.77090245,0.54235476,0.47200450,0.33588886,0.67517090,0.40838343,0.24761495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:41.0,0,0
394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.91501880,0.49464583,0.60502392,0.68661207,0.53229249,0.40792486,0.33215192,0.63371867,0.35797182,0.23360004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:42.0,0,0
395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.85515654,0.38311970,0.47058320,0.60459256,0.46778926,0.30559385,0.29126871,0.53139991,0.23704651,0.08339607,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:42.0,0,0
396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.93882918,0.30370474,0.31121787,0.39401108,0.35136908,0.19445077,0.20326644,0.38715309,0.13620621,0.00112374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:42.0,0,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.19082487,0.59397542,0.60123235,0.71123505,0.50667387,0.40972865,0.32323703,0.61730218,0.36698729,0.29174793,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:42.0,0,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.24868286,0.52283800,0.56255746,0.68829733,0.53914857,0.37474850,0.34531695,0.64941555,0.31256178,0.22550063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:42.0,0,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.18195140,0.39578184,0.39110678,0.52009153,0.45195913,0.24863417,0.28007039,0.51357114,0.18814616,0.05267725,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:43.0,0,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.05430925,0.27900705,0.24551032,0.38680670,0.36571053,0.14290555,0.21189663,0.39733645,0.10078773,-0.09174141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:43.0,0,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.20299971,0.55934101,0.53175831,0.59969652,0.52989006,0.35751405,0.33538035,0.66274726,0.33245128,0.10991659,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:43.0,0,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.13250637,0.48101845,0.48470825,0.56523949,0.51776099,0.31960359,0.32310769,0.62526107,0.26795915,0.05813887,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:43.0,0,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.01621449,0.32992709,0.30060467,0.34300759,0.39704180,0.19078381,0.22764802,0.46082944,0.15119857,-0.06482220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:43.0,0,0
404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.88444036,0.21698721,0.21310748,0.23882854,0.35812953,0.12671174,0.21450166,0.42583019,0.15627050,-0.01497721,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:44.0,0,0
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.06431341,0.50703770,0.47939569,0.49675989,0.49076924,0.32566255,0.30055004,0.60805082,0.29342395,0.13305722,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:44.0,0,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.96057492,0.41570553,0.40272075,0.41938907,0.43858951,0.26610032,0.25596836,0.52659070,0.21980153,0.04709085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:44.0,0,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.74939710,0.25687179,0.25468200,0.25933409,0.34787613,0.15757154,0.18224208,0.39248532,0.11124247,-0.13596489,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:44.0,0,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61809999,0.18401720,0.29369602,0.26412416,0.35101676,0.18824893,0.19202271,0.46783447,0.20560652,-0.03255467,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:44.0,0,0
409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.75507265,0.40268630,0.39071390,0.38525924,0.42030171,0.25911576,0.23521616,0.52494448,0.20270188,0.00539559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:45.0,0,0
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69301444,0.32434022,0.30794570,0.30456376,0.37682289,0.19707325,0.20146897,0.45824575,0.13661414,-0.12780648,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:45.0,0,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.56821036,0.19111650,0.17198165,0.15564947,0.28359243,0.10099058,0.12844175,0.33453336,0.03723609,-0.27468801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:45.0,0,0
412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.63897228,0.41383833,0.45343125,0.40061086,0.39567745,0.30813679,0.21267405,0.54172772,0.24383684,-0.06139148,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:45.0,0,0
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.53527194,0.31958565,0.34664139,0.27414277,0.37186873,0.22476313,0.19589432,0.48610580,0.18298386,-0.11999661,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:45.0,0,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.44114536,0.22387502,0.23501529,0.20256123,0.29254785,0.13768820,0.14108306,0.36946675,0.08105959,-0.29588282,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:46.0,0,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31105167,0.10831717,0.10940648,0.07182818,0.22710662,0.04815205,0.09053783,0.27036849,0.00535413,-0.37590733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:46.0,0,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.45873562,0.37660694,0.40946013,0.35830262,0.38339528,0.26464301,0.21351062,0.52624166,0.22250222,-0.08169931,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:46.0,0,0
417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51243997,0.33336082,0.36581650,0.30840498,0.36169830,0.22625268,0.19171755,0.47498140,0.16518021,-0.16639273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:46.0,0,0
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.48594043,0.20903651,0.19947587,0.11341065,0.29645768,0.11102040,0.14656955,0.36092553,0.06123793,-0.33436364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:46.0,0,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.40210062,0.14706135,0.28191578,0.15445201,0.31145462,0.16806479,0.15873447,0.43617353,0.19013551,-0.13480504,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:47.0,0,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51696783,0.39015570,0.41544551,0.36586860,0.37035108,0.26446766,0.19920450,0.48967272,0.19975933,-0.14296046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:47.0,0,0
421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.47704911,0.31091675,0.33946165,0.31435472,0.33124647,0.20749542,0.16946748,0.42347944,0.13799824,-0.17490822,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:47.0,0,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.43336987,0.19251578,0.21261363,0.17224911,0.24961489,0.11538926,0.09913770,0.29831317,0.05159573,-0.28459746,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:47.0,0,0
423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.60259247,0.27819103,0.42280683,0.34847018,0.32216543,0.26786995,0.15759026,0.45159104,0.25008416,0.05146230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:47.0,0,0
424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.68736559,0.38659519,0.44681343,0.41196561,0.34136009,0.26022583,0.16979268,0.44067627,0.20115581,-0.01109335,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:48.0,0,0
425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.59402019,0.30282468,0.33265644,0.34810719,0.33385554,0.20519887,0.17763716,0.39623484,0.13314968,-0.06550194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:48.0,0,0
426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.62829149,0.20796193,0.23327304,0.24232540,0.28234562,0.12588695,0.14808913,0.31531301,0.05987020,-0.10379896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:48.0,0,0
