ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212009
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:20:59
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
353,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16330345,0.23275195,0.01284311,-0.11241452,0.00045795,0.11171228,0.00245178,-0.04617243,0.03790832,0.35217610,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:19.0,0,0
354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07333935,0.12448017,-0.11708903,-0.21491878,-0.05861837,0.01467908,-0.03740166,-0.13419849,-0.06203453,0.17826557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02459942,0.03457614,-0.22354628,-0.26949939,-0.13278987,-0.06181677,-0.09145322,-0.22989766,-0.14528921,0.04256447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08670683,0.29326540,0.06327344,0.00168672,0.00827700,0.14921053,0.01124991,-0.03264838,0.06761368,0.33095825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23710012,0.26227859,0.03475415,-0.00099418,0.00723767,0.13191977,0.01279625,-0.03788561,0.05196317,0.31287324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11170860,0.13433094,-0.08064616,-0.05972181,-0.05429935,0.03535384,-0.02193830,-0.11755414,-0.04712860,0.15609692,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:20.0,0,0
359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02292290,0.03121561,-0.18970780,-0.13625959,-0.12242536,-0.04116721,-0.07017459,-0.20519903,-0.12989517,0.00487219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22233470,0.30993736,0.10747488,0.16545662,0.03040494,0.17269608,0.03760821,0.01025270,0.08259009,0.25723296,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23850456,0.25754994,0.07068725,0.11971890,0.02496537,0.14439319,0.03985965,0.00726356,0.05545388,0.22318569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00427093,0.12351868,-0.05217455,0.02111725,-0.03529613,0.05051551,-0.00658524,-0.08376158,-0.05348655,-0.10829952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13486327,0.06777248,-0.15410928,-0.01748375,-0.10584278,-0.02685388,-0.06328838,-0.17974663,-0.13540234,-0.39890873,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:21.0,0,0
364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15711312,0.28138900,0.10057393,0.19293378,0.01172153,0.16073148,0.00744188,-0.00585016,0.04728570,-0.15519810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07646737,0.21336235,0.06807832,0.18385178,0.01816060,0.13181478,0.02393462,-0.00007529,-0.00085011,-0.28146863,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07000358,0.10620864,-0.07260377,0.06045847,-0.06944478,0.02301001,-0.04388202,-0.11154473,-0.09727048,-0.40278620,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01964514,0.01666019,-0.13198556,0.00087293,-0.11259616,-0.01806226,-0.06803961,-0.14863420,-0.07265645,-0.39295301,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33478466,0.32988581,0.10710787,0.11112966,0.06481183,0.17034656,0.05852087,0.07521034,0.05504040,-0.34364840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:22.0,0,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23659985,0.25688782,0.06866767,0.13821131,0.04504059,0.12588070,0.05228694,0.04930801,0.00675072,-0.36502203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20080073,0.14211231,-0.07355248,-0.04158404,-0.03018050,0.02495397,-0.00594904,-0.05066407,-0.07928590,-0.48930067,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17534058,0.07209136,-0.05706808,-0.02474691,-0.03632350,0.03139359,-0.00590129,-0.02783744,-0.01014924,-0.44073603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41172135,0.36309147,0.15731764,0.25317529,0.06080826,0.17683727,0.03880205,0.08669493,0.05503499,-0.36727327,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36695299,0.28955278,0.08941967,0.21589787,0.03252205,0.12011032,0.01808474,0.04443901,-0.00005666,-0.46756777,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:23.0,0,0
374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34103468,0.17183103,-0.04004768,0.08299848,-0.01853513,0.02046061,-0.01637177,-0.02835866,-0.09135995,-0.49847245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29760170,0.09244356,-0.08571950,-0.03298522,-0.05815926,-0.00603316,-0.04367005,-0.05475103,-0.05478739,-0.58219278,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.44500056,0.36300156,0.12377926,0.14652660,0.06112421,0.14644292,0.03709960,0.08975355,0.02721152,-0.42781430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39791569,0.29290614,0.07511353,0.12443595,0.04451216,0.10076169,0.02587044,0.05920416,-0.02278496,-0.50836611,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20245993,0.15418017,-0.04027241,0.06004144,-0.02381172,0.00873926,-0.02765926,-0.03345565,-0.10207628,-0.62437844,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:24.0,0,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20510639,0.15499185,0.08295888,0.09880945,0.01327792,0.10189020,0.00755302,0.04988245,0.03109290,-0.51176500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31285346,0.32134080,0.09253237,0.10118881,0.03573288,0.10946153,0.01152425,0.05123174,-0.00471215,-0.62094331,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22865671,0.23664729,0.02418831,0.03165365,-0.00375482,0.05667994,-0.02735642,-0.01341518,-0.07340671,-0.81283665,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13675211,0.12196594,-0.09902024,-0.10433584,-0.07547317,-0.03203455,-0.08200788,-0.11087987,-0.15726301,-0.91885811,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02809968,0.16408218,0.08833023,0.00205254,-0.00147322,0.11169717,-0.02883630,0.02492308,0.03155598,-0.58591413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:25.0,0,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14963387,0.30068472,0.09875900,0.07053896,0.03518193,0.11423665,0.00256309,0.02965441,-0.00096743,-0.61031604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29144466,0.25428951,0.02569037,0.00920247,0.00579285,0.05788370,-0.01389377,-0.01997863,-0.06911918,-0.69303685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14832482,0.12285473,-0.08313368,-0.08576908,-0.06441747,-0.02382261,-0.06975152,-0.11487619,-0.14575322,-0.76306421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12413854,0.15818995,0.11712749,0.13076872,0.00340456,0.11125097,-0.00806127,0.01821503,0.02958577,-0.50705260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23128858,0.31192920,0.13163985,0.17677277,0.03476322,0.12274303,0.01245667,0.02608025,-0.00009516,-0.53949964,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:26.0,0,0
389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14597425,0.21894296,0.05955522,0.10928895,0.00945106,0.06513834,-0.00421602,-0.01275838,-0.06364787,-0.59921557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07885646,0.11482525,-0.06361523,-0.01859891,-0.05274561,-0.02014269,-0.05058826,-0.09367920,-0.14220351,-0.69270718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10647584,0.25893405,0.14223181,0.06497124,0.05003718,0.15017870,0.02602055,0.07861005,0.04091494,-0.51634872,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14237945,0.25667563,0.08532995,0.11004326,0.01258398,0.09332723,-0.01197659,0.00826405,-0.03173397,-0.72609043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10694496,0.17191292,-0.00714511,0.06041288,-0.01277622,0.02309613,-0.02050332,-0.03430477,-0.11535274,-0.80768830,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:27.0,0,0
394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06718834,0.07664704,-0.11873011,-0.03139934,-0.09510686,-0.05396217,-0.08956402,-0.14588550,-0.19282146,-0.85924304,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25034228,0.34147090,0.18316895,0.22507776,0.04670735,0.16716462,0.02413892,0.07050865,0.03243420,-0.54690844,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24355614,0.27615622,0.10991468,0.16656137,0.02951631,0.10820511,0.01311424,0.04027274,-0.01020162,-0.71304822,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18678753,0.18073285,-0.00200388,0.07786370,-0.01695366,0.02436834,-0.01979207,-0.03401157,-0.09518075,-0.70687258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10109706,0.08041090,-0.09548548,-0.02867918,-0.09062523,-0.05917585,-0.07692932,-0.13489865,-0.18075323,-0.76916087,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:28.0,0,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24233028,0.34703222,0.16867979,0.20296347,0.04034553,0.14885275,0.01202240,0.06000932,0.01691062,-0.60576278,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20271143,0.26662457,0.13718572,0.18169214,0.02231332,0.11043374,-0.00703100,0.03379323,0.00141283,-0.53979594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17087814,0.16243224,-0.00797727,0.06605988,-0.03253614,0.01638862,-0.04450776,-0.04528208,-0.10567532,-0.63623089,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10539988,0.07736302,-0.11335099,-0.01791093,-0.10621364,-0.05699947,-0.09746116,-0.14340638,-0.18001635,-0.69971967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25561306,0.31141385,0.14834177,0.20648165,0.03715902,0.13007304,0.01077196,0.05853204,0.01023400,-0.51217204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:29.0,0,0
404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10624520,0.23160565,0.12172661,0.17585273,0.03093155,0.11124783,0.00253140,0.03585645,-0.01625926,-0.50325322,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10085072,0.12293836,-0.01288104,0.09850200,-0.02121001,0.00784106,-0.02307457,-0.04865395,-0.11476361,-0.63340849,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24046850,0.08757029,-0.02807739,0.04252264,-0.06031436,0.00256986,-0.05128933,-0.06340740,-0.04880158,-0.47467500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31279191,0.32614195,0.16246265,0.21070601,0.07537848,0.14822322,0.04804323,0.08284759,0.02759141,-0.31210920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38220525,0.27428716,0.10688130,0.21592027,0.06114842,0.10284829,0.03726224,0.05771979,-0.02357663,-0.35774112,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:30.0,0,0
409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42850342,0.17808346,-0.04311178,0.06638404,-0.00312031,0.00657437,-0.00784701,-0.03301602,-0.11767402,-0.50479209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42904353,0.18618086,0.10548461,0.12940951,0.05171341,0.11512853,0.03677132,0.07867349,0.04495398,-0.32728946,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.59566736,0.38126370,0.20677239,0.32775810,0.11447944,0.16048434,0.07666755,0.12992547,0.02669545,-0.35696086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.56113553,0.30227974,0.12714480,0.29908189,0.08108391,0.11555650,0.05947776,0.08291899,-0.02726832,-0.51159215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.48003289,0.19058202,-0.01323280,0.09130695,0.03363229,0.02241933,0.03670479,0.02221850,-0.10031442,-0.59439903,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:31.0,0,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42863879,0.16445571,0.07231000,0.02316913,0.05421531,0.10085368,0.04998060,0.09097027,0.04165752,-0.43341365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.56493014,0.37153107,0.13649772,0.11841512,0.11669678,0.14588793,0.09179786,0.14132422,0.03025570,-0.51428789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51608896,0.29917791,0.07235663,0.06687870,0.08772825,0.10172091,0.07634494,0.10373423,-0.03054783,-0.67386150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34733123,0.17342018,-0.04102489,-0.03517190,0.04663144,0.01966716,0.04532688,0.04325376,-0.11509983,-0.81225783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39834911,0.33528832,0.18698649,0.13718256,0.15083528,0.19568443,0.12424380,0.21054189,0.06261776,-0.58245021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:32.0,0,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34178177,0.29406869,0.10952678,0.08643753,0.14138192,0.13096014,0.11682893,0.18101414,0.00626090,-0.61995250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22818992,0.20538238,0.02095122,0.03061751,0.10077061,0.06405138,0.09072635,0.11869277,-0.08020806,-0.71502578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07606608,0.09488074,-0.08300035,-0.03979723,0.02935104,-0.01399552,0.04353609,0.02714234,-0.15996715,-0.89488524,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27643746,0.35601252,0.20228259,0.18246758,0.15785711,0.19872977,0.13452369,0.22757375,0.04755412,-0.62268966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14071280,0.27822360,0.13307820,0.12458004,0.15761021,0.13691054,0.13379499,0.21336143,0.00492534,-0.73434204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:33.0,0,0
424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02340696,0.16837865,0.04068366,0.07851127,0.09618673,0.06658290,0.09180526,0.12958290,-0.07968181,-0.85729533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07247692,0.06857977,-0.08091979,-0.04715629,0.02265502,-0.01769280,0.03358196,0.03238558,-0.16610588,-0.95781595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18641752,0.35470369,0.19759759,0.19977878,0.15913495,0.18876268,0.12673037,0.24533810,0.03726228,-0.66831994,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13693751,0.27389270,0.12764232,0.11155669,0.14300552,0.12830897,0.11293466,0.21806724,0.00323965,-0.69302160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07561522,0.17047605,0.01355553,-0.01481638,0.07035550,0.04739473,0.06222446,0.11863393,-0.09107079,-0.76017582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:34.0,0,0
429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00684777,0.07868028,-0.11332285,-0.18079141,0.00257612,-0.04048426,0.01402609,0.02480584,-0.17077075,-0.83025062,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:22:35.0,0,0
